id;population;population_source;population_date;source_region;source_country;match_method
199;189963;imputed_scaled_official;2023-01-01;;;unmatched
200;240029;matched_scaled_official;2021-01-01;Päijät-Häme;Finland;matched
201;828116;region_scaled_official;2013-01-01;Nord-Pas-de-Calais;France;fuzzy_contain
202;973747;region_scaled_official;2023-01-01;;;unmatched
203;2459069;region_scaled_official;2023-01-01;;;unmatched
204;950883;region_scaled_official;2023-01-01;;;unmatched
205;720657;region_scaled_official;2023-01-01;;;unmatched
206;766536;region_scaled_official;2023-01-01;;;unmatched
207;932717;region_scaled_official;2023-01-01;;;unmatched
208;951770;region_scaled_official;2023-01-01;;;unmatched
209;888761;region_scaled_official;2023-01-01;;;unmatched
210;602926;region_scaled_official;2013-01-01;Rhône-Alpes;France;matched
211;821154;region_scaled_official;2023-01-01;;;unmatched
212;569577;region_scaled_official;2023-01-01;;;unmatched
213;482834;region_scaled_official;2023-01-01;;;unmatched
214;551623;region_scaled_official;2023-01-01;;;unmatched
215;397784;region_scaled_official;2023-01-01;;;unmatched
216;616464;region_scaled_official;2023-01-01;;;unmatched
217;327903;region_scaled_official;2023-01-01;;;unmatched
218;358995;region_scaled_official;2023-01-01;;;unmatched
219;445405;region_scaled_official;2023-01-01;;;unmatched
220;866413;region_scaled_official;2023-01-01;;;unmatched
221;577635;region_scaled_official;2023-01-01;;;unmatched
222;747611;region_scaled_official;2023-01-01;;;unmatched
223;808748;region_scaled_official;2023-01-01;;;unmatched
224;404899;region_scaled_official;2023-01-01;;;unmatched
225;436223;region_scaled_official;2023-01-01;;;unmatched
226;335958;region_scaled_official;2023-01-01;;;unmatched
227;542316;region_scaled_official;2023-01-01;;;unmatched
228;526635;region_scaled_official;2023-01-01;;;unmatched
229;469296;region_scaled_official;2023-01-01;;;unmatched
230;744659;region_scaled_official;2023-01-01;;;unmatched
231;655451;region_scaled_official;2023-01-01;;;unmatched
232;692112;region_scaled_official;2023-01-01;;;unmatched
233;722600;region_scaled_official;2023-01-01;;;unmatched
234;740329;region_scaled_official;2023-01-01;;;unmatched
235;1032039;region_scaled_official;2023-01-01;;;unmatched
236;896701;region_scaled_official;2023-01-01;;;unmatched
237;635773;region_scaled_official;2023-01-01;;;unmatched
238;619281;region_scaled_official;2023-01-01;;;unmatched
239;633528;region_scaled_official;2023-01-01;;;unmatched
240;1010451;region_scaled_official;2023-01-01;;;unmatched
241;1013074;region_scaled_official;2023-01-01;;;unmatched
242;814635;region_scaled_official;2023-01-01;;;unmatched
243;598911;region_scaled_official;2023-01-01;;;unmatched
244;555979;region_scaled_official;2023-01-01;;;unmatched
245;526264;region_scaled_official;2023-01-01;;;unmatched
246;546546;region_scaled_official;2023-01-01;;;unmatched
247;559167;region_scaled_official;2023-01-01;;;unmatched
248;704575;region_scaled_official;2023-01-01;;;unmatched
249;756134;region_scaled_official;2023-01-01;;;unmatched
250;440691;region_scaled_official;2023-01-01;;;unmatched
251;382539;region_scaled_official;2023-01-01;;;unmatched
252;456107;region_scaled_official;2023-01-01;;;unmatched
253;407281;region_scaled_official;2023-01-01;;;unmatched
254;432449;region_scaled_official;2023-01-01;;;unmatched
255;366865;region_scaled_official;2023-01-01;;;unmatched
256;725782;region_scaled_official;2023-01-01;;;unmatched
257;940528;region_scaled_official;2023-01-01;;;unmatched
258;1034462;region_scaled_official;2023-01-01;;;unmatched
259;486608;region_scaled_official;2023-01-01;;;unmatched
260;305856;region_scaled_official;2023-01-01;;;unmatched
261;564192;region_scaled_official;2023-01-01;;;unmatched
262;772387;region_scaled_official;2022-01-01;Auvergne-Rhône-Alpes;France;fuzzy_contain
263;368830;region_scaled_official;2023-01-01;;;unmatched
264;642412;region_scaled_official;2023-01-01;;;unmatched
265;607763;region_scaled_official;2022-01-01;Centre-Val de Loire;France;fuzzy_contain
266;706193;region_scaled_official;2023-01-01;;;unmatched
267;428383;region_scaled_official;2023-01-01;;;unmatched
268;458804;region_scaled_official;2023-01-01;;;unmatched
269;958169;region_scaled_official;2023-01-01;;;unmatched
270;508429;region_scaled_official;2023-01-01;;;unmatched
271;1870009;region_scaled_official;2023-01-01;;;unmatched
272;3124230;region_scaled_official;2023-01-01;;;unmatched
273;526259;region_scaled_official;2023-01-01;;;unmatched
274;368248;region_scaled_official;2023-01-01;;;unmatched
275;555456;region_scaled_official;2023-01-01;;;unmatched
276;811510;region_scaled_official;2023-01-01;;;unmatched
277;749977;region_scaled_official;2023-01-01;;;unmatched
278;654630;region_scaled_official;2023-01-01;;;unmatched
279;554973;region_scaled_official;2023-01-01;;;unmatched
280;153814;region_scaled_official;2023-01-01;;;unmatched
281;239435;region_scaled_official;2023-01-01;;;unmatched
282;913012;region_scaled_official;2023-01-01;;;unmatched
283;678923;region_scaled_official;2023-01-01;;;unmatched
284;537970;region_scaled_official;2023-01-01;;;unmatched
285;470439;region_scaled_official;2023-01-01;;;unmatched
286;536663;region_scaled_official;2023-01-01;;;unmatched
287;503810;region_scaled_official;2023-01-01;;;unmatched
288;484360;region_scaled_official;2023-01-01;;;unmatched
289;3514041;region_scaled_official;2023-01-01;;;unmatched
290;4336647;region_scaled_official;2023-01-01;;;unmatched
291;342656;region_scaled_official;2023-01-01;;;unmatched
292;353373;region_scaled_official;2023-01-01;;;unmatched
293;585514;region_scaled_official;2023-01-01;;;unmatched
294;2881837;region_scaled_official;2023-01-01;;;unmatched
295;660236;region_scaled_official;2023-01-01;;;unmatched
296;2392788;region_scaled_official;2023-01-01;;;unmatched
297;2539696;region_scaled_official;2023-01-01;;;unmatched
298;236300;region_scaled_official;2023-01-01;;;unmatched
299;2298735;region_scaled_official;2023-01-01;;;unmatched
300;2929374;region_scaled_official;2023-01-01;;;unmatched
301;479602;region_scaled_official;2023-01-01;;;unmatched
302;247205;region_scaled_official;2023-01-01;;;unmatched
303;2288399;region_scaled_official;2023-01-01;;;unmatched
304;1829008;region_scaled_official;2023-01-01;;;unmatched
305;2005096;region_scaled_official;2023-01-01;;;unmatched
306;1414135;region_scaled_official;2023-01-01;;;unmatched
307;2858783;region_scaled_official;2023-01-01;;;unmatched
308;1831046;region_scaled_official;2023-01-01;;;unmatched
309;2347058;region_scaled_official;2023-01-01;;;unmatched
310;2222970;region_scaled_official;2023-01-01;;;unmatched
311;1048532;region_scaled_official;2023-01-01;;;unmatched
312;1354064;region_scaled_official;2023-01-01;;;unmatched
313;3426649;region_scaled_official;2023-01-01;;;unmatched
314;1000717;region_scaled_official;2023-01-01;;;unmatched
315;945088;region_scaled_official;2023-01-01;;;unmatched
316;2299324;region_scaled_official;2023-01-01;;;unmatched
317;1927189;region_scaled_official;2023-01-01;;;unmatched
318;437670;region_scaled_official;2023-01-01;;;unmatched
319;508410;region_scaled_official;2023-01-01;;;unmatched
320;493045;region_scaled_official;2023-01-01;;;unmatched
321;229293;region_scaled_official;2023-01-01;;;unmatched
322;252438;region_scaled_official;2023-01-01;;;unmatched
323;1920306;region_scaled_official;2023-01-01;;;unmatched
324;319718;region_scaled_official;2023-01-01;;;unmatched
325;714441;region_scaled_official;2023-01-01;;;unmatched
326;411118;region_scaled_official;2023-01-01;;;unmatched
327;450121;region_scaled_official;2023-01-01;;;unmatched
328;292999;region_scaled_official;2023-01-01;;;unmatched
329;205007;region_scaled_official;2023-01-01;;;unmatched
330;239711;region_scaled_official;2023-01-01;;;unmatched
331;388534;region_scaled_official;2023-01-01;;;unmatched
332;156426;region_scaled_official;2023-01-01;;;unmatched
333;364029;region_scaled_official;2023-01-01;;;unmatched
334;171121;region_scaled_official;2023-01-01;;;unmatched
335;788716;region_scaled_official;2023-01-01;;;unmatched
336;1228419;region_scaled_official;2023-01-01;;;unmatched
337;908497;region_scaled_official;2023-01-01;;;unmatched
338;2271151;region_scaled_official;2023-01-01;;;unmatched
339;867210;region_scaled_official;2023-01-01;;;unmatched
340;1958245;region_scaled_official;2023-01-01;;;unmatched
341;581882;region_scaled_official;2023-01-01;;;unmatched
342;1130720;region_scaled_official;2023-01-01;;;unmatched
343;596289;region_scaled_official;2023-01-01;;;unmatched
344;567263;region_scaled_official;2023-01-01;;;unmatched
345;738165;region_scaled_official;2023-01-01;;;unmatched
346;521134;region_scaled_official;2023-01-01;;;unmatched
347;695809;region_scaled_official;2023-01-01;;;unmatched
348;1433646;region_scaled_official;2023-01-01;;;unmatched
349;829590;region_scaled_official;2023-01-01;;;unmatched
350;883503;region_scaled_official;2023-01-01;;;unmatched
351;638563;imputed_scaled_official;2023-01-01;;;unmatched
352;580590;matched_scaled_official;2021-01-01;Shida Kartli;Georgia;matched
353;73321;matched_scaled_official;2021-01-01;Racha-Lechkhumi and Kvemo Svaneti;Georgia;matched
354;345247;matched_scaled_official;2021-01-01;Samtskhe–Javakheti;Georgia;matched
355;747394;imputed_scaled_official;2023-01-01;;;unmatched
356;244712;matched_scaled_official;2021-01-01;Guria;Georgia;matched
357;1100173;matched_scaled_official;2021-01-01;Imereti;Georgia;matched
358;433497;imputed_scaled_official;2023-01-01;;;unmatched
359;378215;matched_scaled_official;2021-01-01;Epirus Region;Greece;matched
360;664496;matched_scaled_official;2021-01-01;Eastern Macedonia and Thrace Region;Greece;fuzzy_best
361;813486;matched_scaled_official;2021-01-01;Thessaly Region;Greece;matched
362;600733;matched_scaled_official;2021-01-01;Central Greece Region;Greece;matched
363;4508046;matched_scaled_official;2021-01-01;Attica Region;Greece;matched
364;637706;matched_scaled_official;2021-01-01;Peloponnese Region;Greece;matched
365;766167;matched_scaled_official;2021-01-01;West Greece Region;Greece;matched
366;738022;matched_scaled_official;2021-01-01;Crete Region;Greece;matched
367;387469;matched_scaled_official;2021-01-01;South Aegean Region;Greece;matched
368;230415;matched_scaled_official;2021-01-01;North Aegean Region;Greece;matched
369;241748;matched_scaled_official;2021-01-01;Ionian Islands Region;Greece;matched
370;126648;matched_scaled_official;2011-01-01;Virovitica-Podravina County;Croatia;matched
371;172549;matched_scaled_official;2011-01-01;Koprivnica-Križevci County;Croatia;matched
372;455365;matched_scaled_official;2011-01-01;Osijek-Baranja County;Croatia;matched
373;291459;matched_scaled_official;2021-08-31;Istria County;Croatia;matched
374;172964;matched_scaled_official;2021-01-01;Dubrovnik-Neretva County;Croatia;matched
375;276754;matched_scaled_official;2001-03-31;Sisak-Moslavina County;Croatia;matched
376;236728;matched_scaled_official;2011-01-01;Brod-Posavina County;Croatia;matched
377;192427;matched_scaled_official;2011-01-01;Karlovac County;Croatia;matched
378;238506;matched_scaled_official;2021-08-31;Zadar County;Croatia;matched
379;267997;matched_scaled_official;2011-01-01;Vukovar-Srijem County;Croatia;matched
380;262668;matched_scaled_official;2011-01-01;Varaždin County;Croatia;matched
381;180190;matched_scaled_official;2021-08-31;Krapina-Zagorje County;Croatia;matched
382;474190;matched_scaled_official;2011-01-01;Zagreb County;Croatia;matched
383;163280;matched_scaled_official;2011-01-01;Šibenik-Knin County;Croatia;matched
384;63817;matched_scaled_official;2021-08-31;Lika-Senj County;Croatia;matched
385;178790;matched_scaled_official;2011-01-01;Bjelovar-Bilogora County;Croatia;matched
386;95668;matched_scaled_official;2021-08-31;Požega-Slavonia County;Croatia;matched
387;663974;matched_scaled_official;2022-10-01;Szabolcs-Szatmár-Bereg County;Hungary;matched
388;395367;matched_scaled_official;2022-10-01;Békés County;Hungary;matched
389;651131;matched_scaled_official;2022-10-01;Hajdú-Bihar County;Hungary;matched
390;490641;matched_scaled_official;2022-10-01;Csongrád-Csanád County;Hungary;matched
391;584410;matched_scaled_official;2022-10-01;Győr-Moson-Sopron County;Hungary;matched
392;312951;matched_scaled_official;2022-10-01;Vas County;Hungary;matched
393;621251;matched_scaled_official;2022-10-01;Bács-Kiskun County;Hungary;matched
394;327108;matched_scaled_official;2022-10-01;Zala County;Hungary;matched
395;368084;matched_scaled_official;2022-10-01;Somogy County;Hungary;matched
396;444031;matched_scaled_official;2022-10-01;Baranya County;Hungary;matched
397;781425;matched_scaled_official;2022-10-01;Borsod-Abaúj-Zemplén County;Hungary;matched
398;228849;matched_scaled_official;2022-10-01;Nógrád County;Hungary;matched
399;377066;matched_scaled_official;2022-10-01;Komárom-Esztergom County;Hungary;matched
400;1672577;matched_scaled_official;2022-10-01;Pest County;Hungary;matched
401;446273;matched_scaled_official;2022-10-01;Jász-Nagykun-Szolnok County;Hungary;matched
402;526352;matched_scaled_official;2022-10-01;Fejér County;Hungary;matched
403;69133;matched_scaled_official;2025-01-01;Veszprém;Hungary;matched
404;260797;matched_scaled_official;2022-10-01;Tolna County;Hungary;matched
405;358580;matched_scaled_official;2022-10-01;Heves County;Hungary;matched
406;210911;imputed_scaled_official;2023-01-01;;;unmatched
407;520924;imputed_scaled_official;2023-01-01;;;unmatched
408;204903;imputed_scaled_official;2023-01-01;;;unmatched
409;369137;imputed_scaled_official;2023-01-01;;;unmatched
410;279494;imputed_scaled_official;2023-01-01;;;unmatched
411;451764;imputed_scaled_official;2023-01-01;;;unmatched
412;89601;matched_scaled_official;2016-01-01;Waterford;Ireland;matched
413;411857;matched_scaled_official;2022-01-01;Cork;Ireland;matched
414;444349;imputed_scaled_official;2023-01-01;;;unmatched
415;116152;matched_scaled_official;2022-04-03;Limerick;Ireland;matched
416;259601;imputed_scaled_official;2023-01-01;;;unmatched
417;306899;imputed_scaled_official;2023-01-01;;;unmatched
418;222676;imputed_scaled_official;2023-01-01;;;unmatched
419;204714;imputed_scaled_official;2023-01-01;;;unmatched
420;292955;imputed_scaled_official;2023-01-01;;;unmatched
421;98928;imputed_scaled_official;2023-01-01;;;unmatched
422;115702;imputed_scaled_official;2023-01-01;;;unmatched
423;126042;imputed_scaled_official;2023-01-01;;;unmatched
424;176992;imputed_scaled_official;2023-01-01;;;unmatched
425;198450;imputed_scaled_official;2023-01-01;;;unmatched
426;128236;imputed_scaled_official;2023-01-01;;;unmatched
427;109713;imputed_scaled_official;2023-01-01;;;unmatched
428;93031;imputed_scaled_official;2023-01-01;;;unmatched
429;89319;matched_scaled_official;2020-01-01;Southern Region;Iceland;matched
430;55169;matched_scaled_official;2023-01-01;Western Region;Iceland;matched
431;23209;matched_scaled_official;2023-01-01;Westfjords;Iceland;matched
432;23030;matched_scaled_official;2020-01-01;Northwestern Region;Iceland;matched
433;96242;matched_scaled_official;2020-01-01;Northeastern Region;Iceland;matched
434;27599;matched_scaled_official;2019-01-01;Aosta Valley;Italy;fuzzy_contain
435;375183;imputed_scaled_official;2023-01-01;;;unmatched
436;275281;imputed_scaled_official;2023-01-01;;;unmatched
437;272645;imputed_scaled_official;2023-01-01;;;unmatched
438;324231;imputed_scaled_official;2023-01-01;;;unmatched
439;235484;matched_scaled_official;2019-01-01;Trentino-South Tyrol;Italy;matched
440;177631;imputed_scaled_official;2023-01-01;;;unmatched
441;400597;imputed_scaled_official;2023-01-01;;;unmatched
442;348438;imputed_scaled_official;2023-01-01;;;unmatched
443;339651;imputed_scaled_official;2023-01-01;;;unmatched
444;3429601;imputed_scaled_official;2023-01-01;;;unmatched
445;4291548;imputed_scaled_official;2023-01-01;;;unmatched
446;1535754;imputed_scaled_official;2023-01-01;;;unmatched
447;1535937;imputed_scaled_official;2023-01-01;;;unmatched
448;2016029;imputed_scaled_official;2023-01-01;;;unmatched
449;3574816;imputed_scaled_official;2023-01-01;;;unmatched
450;675807;imputed_scaled_official;2023-01-01;;;unmatched
451;363282;imputed_scaled_official;2023-01-01;;;unmatched
452;179763;imputed_scaled_official;2023-01-01;;;unmatched
453;405703;imputed_scaled_official;2023-01-01;;;unmatched
454;518181;imputed_scaled_official;2023-01-01;;;unmatched
455;1182868;imputed_scaled_official;2023-01-01;;;unmatched
456;197211;imputed_scaled_official;2023-01-01;;;unmatched
457;1107433;imputed_scaled_official;2023-01-01;;;unmatched
458;1115595;imputed_scaled_official;2023-01-01;;;unmatched
459;553645;imputed_scaled_official;2023-01-01;;;unmatched
460;591223;imputed_scaled_official;2023-01-01;;;unmatched
461;825079;imputed_scaled_official;2023-01-01;;;unmatched
462;340554;imputed_scaled_official;2023-01-01;;;unmatched
463;331162;imputed_scaled_official;2023-01-01;;;unmatched
464;288264;imputed_scaled_official;2023-01-01;;;unmatched
465;429033;imputed_scaled_official;2023-01-01;;;unmatched
466;297772;imputed_scaled_official;2023-01-01;;;unmatched
467;376864;imputed_scaled_official;2023-01-01;;;unmatched
468;321986;imputed_scaled_official;2023-01-01;;;unmatched
469;444045;imputed_scaled_official;2023-01-01;;;unmatched
470;332654;imputed_scaled_official;2023-01-01;;;unmatched
471;318674;imputed_scaled_official;2023-01-01;;;unmatched
472;195826;imputed_scaled_official;2023-01-01;;;unmatched
473;413005;imputed_scaled_official;2023-01-01;;;unmatched
474;475951;imputed_scaled_official;2023-01-01;;;unmatched
475;1108393;imputed_scaled_official;2023-01-01;;;unmatched
476;256735;imputed_scaled_official;2023-01-01;;;unmatched
477;621542;imputed_scaled_official;2023-01-01;;;unmatched
478;296539;imputed_scaled_official;2023-01-01;;;unmatched
479;444340;imputed_scaled_official;2023-01-01;;;unmatched
480;385140;imputed_scaled_official;2023-01-01;;;unmatched
481;549706;imputed_scaled_official;2023-01-01;;;unmatched
482;1074406;imputed_scaled_official;2023-01-01;;;unmatched
483;340538;matched_scaled_official;2019-01-01;Liguria;Italy;matched
484;378256;imputed_scaled_official;2023-01-01;;;unmatched
485;503734;imputed_scaled_official;2023-01-01;;;unmatched
486;185058;imputed_scaled_official;2023-01-01;;;unmatched
487;1062127;imputed_scaled_official;2023-01-01;;;unmatched
488;780118;imputed_scaled_official;2023-01-01;;;unmatched
489;183752;imputed_scaled_official;2023-01-01;;;unmatched
490;425457;imputed_scaled_official;2023-01-01;;;unmatched
491;350188;imputed_scaled_official;2023-01-01;;;unmatched
492;856985;imputed_scaled_official;2023-01-01;;;unmatched
493;580631;imputed_scaled_official;2023-01-01;;;unmatched
494;718151;imputed_scaled_official;2023-01-01;;;unmatched
495;194883;imputed_scaled_official;2023-01-01;;;unmatched
496;389320;imputed_scaled_official;2023-01-01;;;unmatched
497;491821;imputed_scaled_official;2023-01-01;;;unmatched
498;320290;imputed_scaled_official;2023-01-01;;;unmatched
499;296796;imputed_scaled_official;2023-01-01;;;unmatched
500;252077;imputed_scaled_official;2023-01-01;;;unmatched
501;397551;imputed_scaled_official;2023-01-01;;;unmatched
502;527297;imputed_scaled_official;2023-01-01;;;unmatched
503;815530;imputed_scaled_official;2023-01-01;;;unmatched
504;481966;imputed_scaled_official;2023-01-01;;;unmatched
505;338695;imputed_scaled_official;2023-01-01;;;unmatched
506;258263;imputed_scaled_official;2023-01-01;;;unmatched
507;346332;imputed_scaled_official;2023-01-01;;;unmatched
508;569753;imputed_scaled_official;2023-01-01;;;unmatched
509;239065;imputed_scaled_official;2023-01-01;;;unmatched
510;691225;imputed_scaled_official;2023-01-01;;;unmatched
511;630057;imputed_scaled_official;2023-01-01;;;unmatched
512;542007;imputed_scaled_official;2023-01-01;;;unmatched
513;488044;imputed_scaled_official;2023-01-01;;;unmatched
514;245902;imputed_scaled_official;2023-01-01;;;unmatched
515;722839;imputed_scaled_official;2023-01-01;;;unmatched
516;299371;imputed_scaled_official;2023-01-01;;;unmatched
517;409140;imputed_scaled_official;2023-01-01;;;unmatched
518;333649;imputed_scaled_official;2023-01-01;;;unmatched
519;244289;imputed_scaled_official;2023-01-01;;;unmatched
520;437648;imputed_scaled_official;2023-01-01;;;unmatched
521;779430;imputed_scaled_official;2023-01-01;;;unmatched
522;284532;imputed_scaled_official;2023-01-01;;;unmatched
523;370101;imputed_scaled_official;2023-01-01;;;unmatched
524;247653;imputed_scaled_official;2023-01-01;;;unmatched
525;608153;imputed_scaled_official;2023-01-01;;;unmatched
526;517283;imputed_scaled_official;2023-01-01;;;unmatched
527;566767;imputed_scaled_official;2023-01-01;;;unmatched
528;333117;imputed_scaled_official;2023-01-01;;;unmatched
529;486054;imputed_scaled_official;2023-01-01;;;unmatched
530;428103;imputed_scaled_official;2023-01-01;;;unmatched
531;212110;imputed_scaled_official;2023-01-01;;;unmatched
532;559086;imputed_scaled_official;2023-01-01;;;unmatched
533;745088;matched_scaled_official;2023-01-01;Prizren District;Kosovo;matched
534;333938;imputed_scaled_official;2023-01-01;;;unmatched
535;375431;imputed_scaled_official;2023-01-01;;;unmatched
536;305543;imputed_scaled_official;2023-01-01;;;unmatched
537;202061;matched_scaled_official;2023-01-01;Utena District Municipality;Lithuania;matched
538;548492;matched_scaled_official;2023-01-01;Vilnius District Municipality;Lithuania;matched
539;136426;matched_scaled_official;2023-01-01;Alytus District Municipality;Lithuania;matched
540;189525;matched_scaled_official;2023-01-01;Panevėžys District Municipality;Lithuania;matched
541;210594;matched_scaled_official;2023-01-01;Telšiai District Municipality;Lithuania;matched
542;343602;matched_scaled_official;2023-01-01;Klaipėda District Municipality;Lithuania;matched
543;218649;matched_scaled_official;2023-01-01;Šiauliai District Municipality;Lithuania;matched
544;294361;matched_scaled_official;2023-01-01;Marijampolė Municipality;Lithuania;matched
545;202206;matched_scaled_official;2023-01-01;Tauragė District Municipality;Lithuania;matched
546;534084;matched_scaled_official;2023-01-01;Kaunas District Municipality;Lithuania;matched
547;670000;matched_scaled_official;2015-01-01;Diekirch District;Luxembourg;matched
548;13439;matched_scaled_official;2025-01-01;Valka Municipality;Latvia;matched
549;23122;matched_scaled_official;2025-01-01;Alūksne Municipality;Latvia;matched
550;9013;matched_scaled_official;2021-01-01;Kārsava Municipality;Latvia;matched
551;13703;matched_scaled_official;2021-01-01;Vecumnieki Municipality;Latvia;matched
552;46812;matched_scaled_official;2025-01-01;Saldus Municipality;Latvia;matched
553;3896;matched_scaled_official;2021-01-01;Vaiņode Municipality;Latvia;matched
554;56265;matched_scaled_official;2025-01-01;Jelgava Municipality;Latvia;matched
555;137327;matched_scaled_official;2025-01-01;Daugavpils;Latvia;matched
556;34286;matched_scaled_official;2025-01-01;Krāslava Municipality;Latvia;matched
557;18097;matched_scaled_official;2025-01-01;Ventspils Municipality;Latvia;matched
558;61173;matched_scaled_official;2025-01-01;Talsi Municipality;Latvia;matched
559;1045958;matched_scaled_official;2025-01-01;Riga;Latvia;matched
560;48538;matched_scaled_official;2025-01-01;Limbaži Municipality;Latvia;matched
561;48707;matched_scaled_official;2025-01-01;Rēzekne Municipality;Latvia;matched
562;32514;matched_scaled_official;2025-01-01;Gulbene Municipality;Latvia;matched
563;52554;matched_scaled_official;2025-07-01;Madona Municipality;Latvia;matched
564;101367;matched_scaled_official;2025-01-01;Ogre Municipality;Latvia;matched
565;46873;matched_scaled_official;2025-01-01;Kuldīga Municipality;Latvia;matched
566;76356;matched_scaled_official;2025-01-01;Tukums Municipality;Latvia;matched
567;185610;matched_scaled_official;2024-04-08;Edineț District;Moldova;matched
568;160666;matched_scaled_official;2024-04-08;Rîșcani District;Moldova;matched
569;206258;matched_scaled_official;2024-04-08;Fălești District;Moldova;matched
570;279005;matched_scaled_official;2024-04-08;Ungheni District;Moldova;matched
571;255663;matched_scaled_official;2024-04-08;Hîncești District;Moldova;matched
572;122127;matched_scaled_official;2024-04-08;Cantemir District;Moldova;matched
573;267857;matched_scaled_official;2024-04-08;Cahul District;Moldova;matched
574;155635;matched_scaled_official;2024-04-08;Ștefan Vodă District;Moldova;matched
575;210756;matched_scaled_official;2024-04-08;Căușeni District;Moldova;matched
576;114048;matched_scaled_official;2024-04-08;Cimișlia District;Moldova;matched
577;97298;matched_scaled_official;2024-04-08;Taraclia District;Moldova;matched
578;73418;matched_scaled_official;2024-04-08;Comrat;Moldova;matched
579;291659;matched_scaled_official;2024-04-08;Orhei District;Moldova;matched
580;137089;imputed_scaled_official;2023-01-01;;;unmatched
581;64986;imputed_scaled_official;2023-01-01;;;unmatched
582;112622;imputed_scaled_official;2023-01-01;;;unmatched
583;74937;imputed_scaled_official;2023-01-01;;;unmatched
584;988999;imputed_scaled_official;2023-01-01;;;unmatched
585;118687;imputed_scaled_official;2023-01-01;;;unmatched
586;72811;imputed_scaled_official;2023-01-01;;;unmatched
587;179259;imputed_scaled_official;2023-01-01;;;unmatched
588;80610;imputed_scaled_official;2023-01-01;;;unmatched
589;60222;matched_scaled_official;2017-01-01;Berane Municipality;Montenegro;matched
590;62140;matched_scaled_official;2017-01-01;Pljevlja Municipality;Montenegro;matched
591;160060;matched_scaled_official;2011-01-01;Nikšić Municipality;Montenegro;matched
592;333578;matched_scaled_official;2011-01-01;Podgorica;Montenegro;matched
593;624820;matched_scaled_official;2013-12-31;Groningen;Netherlands;matched
594;527316;matched_scaled_official;2017-01-01;Drenthe;Netherlands;matched
595;1224876;matched_scaled_official;2015-08-01;Overijssel;Netherlands;matched
596;2165579;matched_scaled_official;2013-12-31;Gelderland;Netherlands;matched
597;1200907;matched_scaled_official;2013-12-31;Limburg;Netherlands;matched
598;414641;matched_scaled_official;2022-01-01;Zeeland;Netherlands;matched
599;2419865;matched_scaled_official;2015-01-01;North Brabant;Netherlands;matched
600;3835408;matched_scaled_official;2013-12-31;South Holland;Netherlands;matched
601;3016689;matched_scaled_official;2017-01-01;North Holland;Netherlands;matched
602;696892;matched_scaled_official;2021-01-01;Friesland;Netherlands;matched
603;428779;matched_scaled_official;2013-12-31;Flevoland;Netherlands;matched
604;1344228;matched_scaled_official;2013-12-31;Utrecht;Netherlands;matched
605;346473;matched_scaled_official;2019-01-01;Hedmark;Norway;matched
606;522186;matched_scaled_official;2019-01-01;Østfold;Norway;matched
607;132966;matched_scaled_official;2016-01-01;Finnmark;Norway;matched
608;474838;matched_scaled_official;2024-08-01;Buskerud;Norway;matched
609;440675;matched_scaled_official;2019-01-01;Vestfold;Norway;matched
610;304196;matched_scaled_official;2019-01-01;Telemark;Norway;matched
611;206500;matched_scaled_official;2019-01-01;Aust-Agder;Norway;matched
612;329243;matched_scaled_official;2019-01-01;Vest-Agder;Norway;matched
613;876541;matched_scaled_official;2024-01-01;Rogaland;Norway;matched
614;920556;matched_scaled_official;2019-01-01;Hordaland;Norway;matched
615;192668;matched_scaled_official;2019-01-01;Sogn og Fjordane;Norway;matched
616;465798;matched_scaled_official;2019-01-01;Møre og Romsdal;Norway;matched
617;4684;matched_scaled_official;2023-01-01;Svalbard;Norway;matched
618;332676;matched_scaled_official;2019-01-01;Oppland;Norway;matched
619;4380148;matched_scaled_official;2023-01-01;Silesian Voivodeship;Poland;matched
620;3188184;matched_scaled_official;2013-01-01;Lesser Poland Voivodeship;Poland;matched
621;2012411;matched_scaled_official;2020-01-01;Subcarpathian Voivodeship;Poland;matched
622;2765694;matched_scaled_official;2012-12-31;Lower Silesian Voivodeship;Poland;matched
623;958380;matched_scaled_official;2017-01-01;Opole Voivodeship;Poland;matched
624;1132130;matched_scaled_official;2014-06-30;Podlaskie Voivodeship;Poland;matched
625;1364053;matched_scaled_official;2016-06-30;Warmian-Masurian Voivodeship;Poland;matched
626;968402;matched_scaled_official;2014-01-01;Lubusz Voivodeship;Poland;matched
627;1539513;matched_scaled_official;2024-12-31;West Pomeranian Voivodeship;Poland;matched
628;2041447;matched_scaled_official;2014-01-01;Lublin Voivodeship;Poland;matched
629;2182011;matched_scaled_official;2019-01-01;Pomeranian Voivodeship;Poland;matched
630;5210261;matched_scaled_official;2011-03-31;Masovian Voivodeship;Poland;matched
631;2379780;matched_scaled_official;2014-01-01;Łódź Voivodeship;Poland;matched
632;1983577;matched_scaled_official;2014-01-01;Kuyavian-Pomeranian Voivodeship;Poland;matched
633;3316153;matched_scaled_official;2019-01-01;Greater Poland Voivodeship;Poland;matched
634;1177856;matched_scaled_official;2018-01-01;Świętokrzyskie Voivodeship;Poland;matched
635;94817;matched_scaled_official;2018-01-01;Évora;Portugal;matched
636;40417;matched_scaled_official;2018-01-01;Portalegre;Portugal;matched
637;152989;matched_scaled_official;2018-01-01;Viana do Castelo;Portugal;matched
