?region	?regionLabel	?population	?populationDate
<http://www.wikidata.org/entity/Q878278>	"Dubăsari District"@en	29271	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2011-10-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2022-10-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q187812>	"Dunaújváros"@en	41193	"2025-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2274832>	"Dundaga Municipality"@en	3487	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2274832>	"Dundaga Municipality"@en	3487	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2274832>	"Dundaga Municipality"@en	3487	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2274832>	"Dundaga Municipality"@en	3487	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1962356>	"Durbe Municipality"@en	2620	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1962356>	"Durbe Municipality"@en	2620	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1962356>	"Durbe Municipality"@en	2620	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1962356>	"Durbe Municipality"@en	2620	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192853>	"Durrës County"@en	291325	"2001-04-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192853>	"Durrës County"@en	291325	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192853>	"Durrës County"@en	291325	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q192853>	"Durrës County"@en	291325	"1989-04-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"1948-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"1930-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"1966-03-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"2021-12-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"1977-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"2002-03-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"1956-02-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"2011-10-20T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q188797>	"Dâmbovița County"@en	479404	"1992-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q538417>	"Dún Laoghaire–Rathdown"@en	217274	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q3491317>	"East Bohemian Region"@en	1239951	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q171314>	"Eastern Macedonia and Thrace Region"@en	562201	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q220663>	"Eastern Region"@en	11227	"2000-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q220663>	"Eastern Region"@en	11227	"2007-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q220663>	"Eastern Region"@en	11227	"1990-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q220663>	"Eastern Region"@en	11227	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q220663>	"Eastern Region"@en	11227	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q507955>	"Eastern Slovakia"@en	1402252	"1980-11-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q878290>	"Edineț District"@en	50429	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q878290>	"Edineț District"@en	50429	"2024-04-08T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q167109>	"Eger"@en	48686	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q167109>	"Eger"@en	48686	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q167109>	"Eger"@en	48686	"2024-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q167109>	"Eger"@en	48686	"2022-10-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q167109>	"Eger"@en	48686	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q167109>	"Eger"@en	48686	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q167109>	"Eger"@en	48686	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q167109>	"Eger"@en	48686	"2025-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q193790>	"Elbasan County"@en	259112	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q193790>	"Elbasan County"@en	259112	"1989-04-14T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q193790>	"Elbasan County"@en	259112	"2001-04-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q193790>	"Elbasan County"@en	259112	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q156199>	"Electorate of Saxony"@en	1100000	"1800-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2007-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2002-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2001-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"1998-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"1999-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"1996-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2003-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2000-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"1997-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2006-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2005-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q2089777>	"Elektrėnai Municipality"@en	23873	"2004-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1263>	"Emilia-Romagna"@en	4459477	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2021-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2023-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q24269>	"Encamp"@en	12826	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1811-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1988-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1821-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1841-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1987-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1974-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1999-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1971-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1901-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1994-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2000-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1975-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1983-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1977-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1990-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1989-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1982-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1801-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1978-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1851-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2005-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2002-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1831-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2022-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1973-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2007-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1972-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1984-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1992-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1980-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1981-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1986-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1979-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1993-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1996-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1995-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1991-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1976-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1997-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2004-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1811-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1988-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1821-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1841-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	57106398	"1987-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1974-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1999-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1971-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1901-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q21>	"England"@en	53012456	"1994-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
