?region	?regionLabel	?population	?populationDate
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2009-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2008-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2010-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2017-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2018-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1012761>	"Municipality of Moravče"@en	5479	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2011-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2008-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2020-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2010-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2017-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2018-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2015-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2012-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2016-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2009-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q670975>	"Municipality of Mozirje"@en	4216	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2008-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2016-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2011-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2010-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2015-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2009-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2012-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2020-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2018-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2017-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q6309297>	"Municipality of Muta"@en	3415	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2011-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2015-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2017-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2009-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2008-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2016-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2010-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2020-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2018-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2012-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1569014>	"Municipality of Naklo"@en	5417	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2016-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2008-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2009-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2018-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2020-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2017-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2011-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2010-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2012-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q954987>	"Municipality of Nazarje"@en	2650	"2015-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2013-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2012-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2012-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2015-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2020-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2011-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2008-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2009-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2017-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2018-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2010-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2016-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q924698>	"Municipality of Odranci"@en	1630	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2011-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2013-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2018-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2019-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2020-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2017-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2009-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2012-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2015-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2015-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2008-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2020-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2019-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2010-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2016-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2014-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2016-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2014-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2011-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2008-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2017-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2018-07-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2009-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
<http://www.wikidata.org/entity/Q1587261>	"Municipality of Oplotnica"@en	4146	"2010-01-01T00:00:00Z"^^<http://www.w3.org/2001/XMLSchema#dateTime>
